Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Gambia,Dalasi,GMD,0.0141,71.145883
Guinea Republic,Franc,GNF,0.0001,13226.28354
Guatemala,Quetzal,GTQ,0.0944,10.588517
Guyana,Dollar,GYD,0.0035,286.946792
Hong Kong,Dollar,HKD,0.0938,10.665842
Honduras,Lempira,HNL,0.0302,33.058825
Croatia,Kuna,HRK,0.1132,8.832933
Haiti,Gourde,HTG,0.0078,128.812592
Hungary,Forint,HUF,0.0024,420.910308
Indonesia,Rupiah,IDR,0.0001,19666.16168
Israel,Shekel,ILS,0.2269,4.40695
India,Rupee,INR,0.0098,101.973617
Iraq,Dinar,IQD,0.0005,2002.72125
Iceland,Krona,ISK,0.0057,173.975733
Jamaica,Dollar,JMD,0.0048,208.703925
Jordan,Dinar,JOD,1.0286,0.972192
Japan,Yen,JPY,0.0065,152.927892
Kenya,Schilling,KES,0.0066,151.35675
Kyrgyz Republic,Som,KGS,0.0086,116.155558
Cambodia,Riel,KHR,0.0002,5377.713067
Comoros,Franc,KMF,0.0017,577.653042
South Korea,Won,KRW,0.0006,1593.502258
Kuwait,Dinar,KWD,2.4179,0.413583
Cayman Islands,Dollar,KYD,0.8894,1.124392
Kazakhstan,Tenge,KZT,0.0017,588.500883
Lao People's Dem Rep,Kip,LAK,0.0001,13844.41001
Lebanon,Pound,LBP,0.0005,2077.124725
Sri Lanka,Rupee,LKR,0.0037,273.656017
Liberia,Dollar (US),LRD,0.7293,1.371217
Lesotho,Loti,LSL,0.0491,20.347292
Libya,Dinar,LYD,0.161,6.211958
Morocco,Dirham,MAD,0.0805,12.425783
Moldova,Leu,MDL,0.041,24.403783
Madagascar,Malagasy Ariary,MGA,0.0002,5335.710233
Macedonia,Denar,MKD,0.0138,72.294242
Myanmar,Kyat,MMK,0.0004,2310.2158
Mongolia,Tugrik,MNT,0.0003,3910.600783
Macao,Pataca,MOP,0.091,10.984792
Mauritania,Ouguiya,MRU,0.0201,49.851075
Mauritius,Rupee,MUR,0.0173,57.922183
Maldive Islands,Rufiyaa,MVR,0.0472,21.182592
Malawi,Kwacha,MWK,0.0009,1107.938783
Mexico,Mexican Peso,MXN,0.0359,27.867567
Malaysia,Ringgit,MYR,0.1745,5.731425
Mozambique,Metical,MZN,0.0115,86.85835
Nigeria,Naira,NGN,0.0018,565.677667
Nicaragua,Gold Cordoba,NIO,0.0207,48.278775
Norway,Norwegian Krone,NOK,0.0842,11.878892
Nepal,Rupee,NPR,0.0061,163.158283
New Zealand,Dollar,NZD,0.5083,1.967325
Oman,Rial,OMR,1.8929,0.528292
Panama,Balboa,PAB,0.7293,1.371208
Peru,New Sol,PEN,0.1862,5.371342
Papua New Guinea,Kina,PGK,0.2077,4.814617
Philippines,Peso,PHP,0.0146,68.433592
Pakistan,Rupee,PKR,0.0044,227.258283
Poland,Zloty,PLN,0.1862,5.370367
Paraguay,Guarani,PYG,0.0001,9317.166592
Qatar,Riyal,QAR,0.2003,4.992908
Romania,New Leu,RON,0.1726,5.792775
Serbia,Dinar,RSD,0.0072,138.033525
Russia,Rouble,RUB,0.0093,107.382983
Rwanda,Franc,RWF,0.0007,1375.6681
Saudi Arabia,Riyal,SAR,0.1944,5.143233
Soloman Islands,Dollar,SBD,0.0907,11.026867
Seychelles,Rupee,SCR,0.0467,21.394775
Sudan Republic,Pound,SDG,0.0018,549.858583
Sweden,Krona,SEK,0.0835,11.977483
Singapore,Dollar,SGD,0.5406,1.849633
Sierra Leone,Leone,SLL,0.0001,14576.45433
Somali Republic,Schilling,SOS,0.0012,802.327075
Surinam,Dollar,SRD,0.0376,26.606775
Saotome & Principe,Dobra,STD,0,29136.46667
El Salvador,Colon,SVC,0.0834,11.997025
Swaziland,Lilangeni,SZL,0.0491,20.347292
Thailand,Baht,THB,0.0224,44.561967
Turkmenistan,New Manat,TMT,0.2081,4.80555
Tunisia,Dinar,TND,0.2593,3.85635
Tonga Islands,Pa'anga (AUS),TOP,0.5518,1.812217
Turkey,Turkish  Lira,TRY,0.0728,13.726917
Trinidad/Tobago,Dollar,TTD,0.108,9.26325
Taiwan,Dollar,TWD,0.0261,38.315242
Tanzania,Schilling,TZS,0.0003,3173.298867
Ukraine,Hryvnia,UAH,0.0267,37.438425
Uganda,Schilling,UGX,0.0002,4887.814
USA,Dollar,USD,0.7293,1.371217
Uruguay,Peso,UYU,0.0167,60.047917
Uzbekistan,Sum,UZS,0.0001,14632.27089
Venezuela,Bolivar Fuerte,VEF,0,337689.5808
Vietnam,Dong,VND,0,31393.55474
Vanuatu,Vatu,VUV,0.0065,153.041225
Western Samoa,Tala,WST,0.2835,3.527625
Cameroon,CFA Franc,XAF,0.0013,770.204875
Antigua,E Caribbean Dollar,XCD,0.2701,3.702267
Benin,CFA Franc,XOF,0.0013,770.204875
Fr. Polynesia,CFP Franc,XPF,0.0071,140.11265
Yemen (Rep of),Rial,YER,0.0029,344.221367
South Africa,Rand,ZAR,0.0491,20.347292
Zambia,Kwacha,ZMW,0.0375,26.643017
Zimbabwe,Dollar,ZWL,0.002,496.236267
