Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Mali Republic,Franc,CFA,0.0011,901.980046
Mauritania,Ouguiya,MRO,0.0021,474.054502
Mauritius,Rupee,MUR,0.0187,53.560142
Mexico,Mexican Peso,MXN,0.0412,24.245179
Moldova,Leu,MDL,0.035,28.5733
Mongolia,Tugrik,MNT,0.0003,3005.484631
Montserrat,E Caribbean Dollar,XCD,0.2421,4.130179
Morocco,Dirham,MAD,0.0672,14.878727
Mozambique,Metical,MZN,0.0168,59.6656
Myanmar,Kyat,MMK,0.0006,1764.693746
Nepal,Rupee,NPR,0.0064,156.951923
New Caledonia,Franc,CFP,0.0061,164.117132
New Zealand,Dollar,NZD,0.4561,2.19244
Nicaragua,Gold Cordoba,NIO,0.024,41.637015
Niger Republic,Franc,CFA,0.0011,901.980046
Nigeria,Naira,NGN,0.0033,302.439854
Norway,Norwegian Krone,NOK,0.0812,12.315446
Oman,Rial,OMR,1.6981,0.588877
Pakistan,Rupee,PKR,0.0064,156.988858
Panama,Balboa,PAB,0.6537,1.52966
Papua New Guinea,Kina,PGK,0.2372,4.215304
Paraguay,Guarani,PYG,0.0001,7928.098338
Peru,New Sol,PEN,0.206,4.853837
Philippines,Peso,PHP,0.0144,69.615546
Poland,Zloty,PLN,0.1738,5.755385
Qatar,Riyal,QAR,0.1796,5.568679
Romania,New Leu,RON,0.1636,6.111275
Russia,Rouble,RUB,0.0107,93.04131
Rwanda,Franc,RWF,0.0009,1090.582458
Saotome and Principe,Dobra,STD,0,32675.8499
Saudi Arabia,Riyal,SAR,0.1742,5.741169
Senegal,Franc,CFA,0.0011,901.980046
Serbia,Dinar,RSD,0.006,165.901383
Seychelles,Rupee,SCR,0.049,20.428638
Sierra Leone,Leone,SLE,0.0002,6589.731404
Singapore,Dollar,SGD,0.4758,2.101794
Soloman Islands,Dollar,SBD,0.0832,12.023992
Somali Republic,Schilling,SOS,0.001,1008.076813
South Africa,Rand,ZAR,0.0514,19.440012
South Korea,Won,KRW,0.0006,1730.683523
Sri Lanka,Rupee,LKR,0.0048,207.593
St Christopher and Anguilla,E Caribbean Dollar,XCD,0.2421,4.130179
St Lucia,E Caribbean Dollar,XCD,0.2421,4.130179
St Vincent,E Caribbean Dollar,XCD,0.2421,4.130179
Sudan Republic,Pound,SDG,0.1088,9.192113
Surinam,Dollar,SRD,0.1945,5.140081
Swaziland,Lilangeni,SZL,0.0515,19.40616
Sweden,Krona,SEK,0.0776,12.883544
Switzerland,Franc,CHF,0.6776,1.475871
Taiwan,Dollar,TWD,0.0206,48.575563
Tanzania,Schilling,TZS,0.0003,3102.657985
Thailand,Baht,THB,0.0191,52.388969
Togo Republic,Franc,CFA,0.0011,901.980046
Tonga Islands,Pa'anga (AUS),TOP,0.4916,2.034292
Trinidad/Tobago,Dollar,TTD,0.1029,9.722429
Tunisia,Dinar,TND,0.334,2.993625
Turkey,Turkish  Lira,TRY,0.2411,4.146825
Turkmenistan,New Manat,TMT,0.1904,5.252937
UAE,Dirham,AED,0.178,5.617715
Uganda,Schilling,UGX,0.0002,4932.62775
Ukraine,Hryvnia,UAH,0.0302,33.122208
Uruguay,Peso,UYU,0.0241,41.565002
USA,Dollar,USD,0.6534,1.530538
Uzbekistan,Sum,UZS,0.0003,3916.370296
Vanuatu,Vatu,VUV,0.0061,163.768017
Venezuela,Bolivar Fuerte,VEF,0.102,9.803137
Vietnam,Dong,VND,0,33476.88722
Wallis and Futuna Islands,Franc,CFP,0.0061,164.117132
Western Samoa,Tala,WST,0.2568,3.894758
Yemen (Rep of),Rial,YER,0.003,328.824262
Zambia,Kwacha,ZMW,0.0766,13.051338
Zimbabwe,Dollar,ZWL,0.0018,553.889392
